EAS BaseID,EAS SubID,CNN,Address,Address Number,Address Number Suffix,Street Name,Street Type,Unit Number,Zipcode,Block Lot,Longitude,Latitude,Location
488597,742981,10478000,1688 PINE ST,1688,,PINE,ST,E802,94109,647227,-122.42327657,37.78946044,"(37.78946043659427, -122.42327657146234)"
