blk_lot,petition,date,year,type,address,apt,Zip,City,units,serial evictor y/n,owner,people_involved,latitude,longitude,ACS Housing/Number of housing units/Total/Value,ACS Housing/Occupancy status/Occupied/Value,ACS Housing/Occupancy status/Occupied/Percentage,ACS Housing/Occupancy status/Vacant/Percentage,ACS Housing/Ownership of occupied units/Owner occupied/Percentage,ACS Housing/Ownership of occupied units/Renter occupied/Value,ACS Housing/Ownership of occupied units/Renter occupied/Percentage,ACS Housing/Median value of owner-occupied housing units/Total/Value
,RE00984,1997-01-02 00:00:00+00,1997,Breach of Lease Agreement,750 TAYLOR ST,2,94108,San Francisco,1,,,,37.789546,-122.411749,735,682,0.928,0.072,0.092,619,0.908,479400
